Date,Farm,Sensor Number,"Type of Trap (G = Ground, P = Pitfall, F = Fly trap) ",Species,Total Count,Number of Legs,Number of wings,Color,Features,Body segments,Photo,Species? ,Photo File Name,
7/16/19,PU,4C,G,beetle,3,6,2,"red body with black dots on its third section and middle section, black head, yellowtranslucent legs ","around 3-4mm in length, two black dots on its third section and a black zig zag line underneath it, large black strip doen the middle of the mid section",3,,,,
7/16/19,PU,8C,G,fly,1,6,2,"black head and body, balck and white horizantal stripped tail, black thighs and yellow tibia","translucent wings, black fly eyes (80%), hair like antennae coming off the front of its face, arournd 2-3mm in size",3,,,PU-7-15-8G-fly6,
7/16/19,PU,4C,G,fly,1,6,4,"black, 3 or 4 thick yellow stripes on abdomen (bright yellow)","fuzz on thorax, translucent black wings, over 1 cm",3,,,,
7/16/19,PU,8C,G,spider,1,8,0,"black head and body, golden brown legs","black eyes, around 2-3mm in size. ",3,,,PU-7-15-8G-spider3,
7/16/19,PU,2C,G,fly,1,6,2,"black, white hair, irridescent wings","pacake head, long thorax, long teardrop abdomen, dense short white hair all over body",3,,,PU-7-15-2G-fly,
7/16/19,PU,2C,G,fly,3,6,2,"black, yellow, brown","large (~1.5cm), glossy black and covered in tiny divots on abdomen, 2 small bulges onface, dark brown antannae, light brown legs, dark irridescent wings, abdomen clearly segmented with bright yellow stripe",3,,,PU-7-15-2G-fly2,
7/16/19,PU,4C,,G,1,1,6,0,"reddish orange body and head, black legs","third section has a black mark on the tip of the end, around 4mm in length, very thick body, short white hairs all over body",3,,,
7/16/19,PU,8C,G,spider,1,8,0,"beige and black vertical stripped body, black tail, grey legs","black hair follicles all over legs, white hair follicles all over body, brown eyes, body has small lumps all over body which makes it look buldgey, body is around 4mm in length and whole thing is around 1cm in length",3,,,PU-7-15-8G-spider2,
7/16/19,PU,2C,G,fly,1,6,2,black and yellow,"large disc-shaped eyes inset laterally in head, flat abdomen, roughly spherical thorax",3,,,PU-7-15-2G-fly3,
7/16/19,PU,4C,,G,1,1,6,2,"silvery blue metallic body, black head, , yellowish brown legs","around 3mm in length, eyes take up 85% of the head, , two little pinchers ",3,,,
7/16/19,PU,2C,G,fly,8,6,2,"black, yellow",most prominent feature white and black stripes on wings. roughly spherical thorax and pancake head with lateral dark red eyes,3,,,PU-7-15-2G-fly4,
7/16/19,PU,2C,G,fly,52,6,2,"black, yellow","black stripe down mid-saggital line of dorsal head, bulbous red-black eyes multifaceted lateral, small antannae, thorax extends in triangle over abdomen, flat abdomen, yellow legs",3,,,PU-7-15-2G-fly5,
7/16/19,PU,2C,G,fly,4,6,2,"black, yellow","thin body, half-spherical head, very long (~1.5x body length) antannae, egg-shaped thorax, tiny teardrop abdomen, yellow legs",3,,,PU-7-15-2G-fly6,
7/16/19,PU,8C,G,fly,3,6,2,"black all over, black legs with the bottom portion of the legs being a little lighter in shade than the thighs","translucent wings, cone shaped tail, grey eyes (70%), around 3-5mm in size",3,,,PU-7-15-8G-fly5,
7/16/19,PU,4C,,G,1,1,6,2,"grey head and grey and brown body, red eyes, light brown legs","around 1-2mm in length, hunched back that is brown, very long legs",3,,,
7/16/19,PU,2C,G,ant,2,6,2,glossy black,"segmented antanne, small black lateral eyes",3,,,PU-7-15-2G-ant,
7/16/19,PU,8C,G,fly,1,6,2,"metallic blue all over, black thighs and yellow tibia","translucent wings, buldgey body, grey long antennae, long skinny tail, black hair follicles along its legs, around 7mm in size",3,,,PU-7-15-8G-fly4,
7/16/19,PU,4C,,G,1,2,6,0,"yellow body with black dots on all the segments, black legs","around 2mm in length, mouth area is all black,  black around the area",alot,,,
7/16/19,PU,2C,G,fly,3,6,2,black,"thin abdomen, hunchbacked roughly spherical thorax, half-spherical head, translucent legs",3,,,PU-7-15-2G-fly7,
7/16/19,PU,2C,G,spider,2,8,0,brown and black,"black around edges of body, black mandibles, thin and long main body, fat egg-shaped web sac",3,,,PU-7-15-2G-spider,
7/16/19,PU,8C,G,fly,1,6,4,"black head, body, tail is black with small yellow splotches, black legs with yellow joints","tail has distinct ridges, brown translucent wings, grey fly eyes (75%), beige antennae with horizantal lines all over antennae, 7mm in size",3,,,PU-7-15-8G-fly3,
7/16/19,PU,2C,G,fly,2,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,PU-7-15-2G-fly8,
7/16/19,PU,8C,G,fly,4,6,2,"black all over, black legs","round head, long black antennae that have horizantal lines along it, grey translucent wings, long skinny tail and body, aorund 7mm in size",3,,,PU-7-15-8G-fly2,
7/16/19,PU,4C,,G,1,2,,,,,,,grey fly,
7/16/19,PU,4C,,G,1,1,6,0,"yellowish green body and hed, black legs","little hairs coming of the side of the body, two small pinchers, lines going across the body and they get smaller the closer you get to the end",a lot,,,
7/16/19,PU,2C,G,fly,1,6,2,black,"long body, dark wings, long legs, long antannae, black eyes",3,,,PU-7-15-2G-fly9,
7/16/19,PU,8C,G,beetle,1,6,4,"yellow and black splotchy all over, cannot see legs","forewings lie vertically along its back, hindwings are translucent, head is compressed against the body, round in shape",3,,,PU-7-15-8G-beetle2,
7/16/19,PU,2C,G,dermaptera,1,6,0,"black, brown","flat head with very large pincers, spherical thorax that is shelled posteriorly by start of abdomen, large brown mid-sagitally divided pronotum, clearly segmented abdomen with some hairs, medium length segmented antannae",3,,,PU-7-15-2G-dermaptera,
7/16/19,PU,4C,,G,1,1,6,0,"light grey body and head, yellow translucent legs","around 1-2mm in length, beaded light brown antenna, thin small body with large head and fourth segment ",4,,,
7/16/19,PU,2C,G,fly,8,6,2,black,"half-spherical head, egg thorax, small tubular abdomen, long black legs",3,,,PU-7-15-2G-fly10,
7/16/19,PU,2C,G,fly,1,6,2,black and yellow,"long thick segmented antannae, spherical head, egg thorax, teardrop abdomen, thick femurs with yellow and black striping on legs",3,,,PU-7-15-2G-fly11,
7/16/19,PU,8C,G,spider,2,8,0,"black and brown splotchy head, body and tail, grey legs","legs have black hair folicles all over them, black thick hairy mandibles coming off the front of its face, black eyes, body is around 5mm in size, whole thing is around 1cm in size",3,,,PU-7-15-8G-spider2,
7/16/19,PU,2C,G,dermaptera,1,6,0,brown and black,"very small (~1mm), large onion-shaped abdomen, small head with medium-relative length antanne segmented and brown",3,,,PU-7-15-2G-dermaptera2,
7/16/19,PU,8C,G,ant,1,6,0,"brown all over, ","small clear hairs all over body, black eyes (10%), around 7mm in size",5,,,PU-7-15-8G-ant1,
7/16/19,PU,2C,G,ant,1,6,0,dark and light brown,"body dark matte brown, long flat head, long tubular thorax with vertebrae-like protrusin between thorax and abdomen, long dually segmented abdomen tapering to point. Legs lighter brown",3,,,PU-7-15-2G-ant2,
7/16/19,PU,8C,G,fly,1,6,2,"black, yellow, brown","large (~1.5cm), glossy black and covered in tiny divots on abdomen, 2 small bulges onface, dark brown antannae, light brown legs, dark irridescent wings, abdomen clearly segmented with bright yellow stripe",3,,,PU-7-15-2G-fly2,
7/16/19,PU,8C,G,beetle,1,6,2,"green all over, beigey green legs with brown tarcels, ","grey eyes (40%), beige translucent wings, around 6mm in size, long and skinny bug, looks ""twiggy"" ",3,,,PU-7-15-8G-beetle1,
7/16/19,PU,2C,G,orthoptera,2,6,2,"brown,black","stubby bullet head, tubular carapace around thorax, long tubular, tapering abdomen, long thin whip-like antannae, very large body (~2cm), MASSIVE posterior femurs, spiky tibias, brown/black vertical striping",3,,,PU-7-15-2G-orthoptera,
7/16/19,PU,2C,G,dermaptera,1,6,0,brown,"flat helmet-like head, finely segmented antanne, surfboard pronotum, large half-tubular abdomen clearly segmented. Yellowish legs, pronounced hunchback",3,,,PU-7-15-2G-dermaptera3,
7/16/19,PU,8C,G,spider,2,8,0,"grey and beige splotchy body, grey legs","black hair follicles all over legs, lumps on body, around 1cm in length, body is around 5mm in lenght",3,,, PU-7-15-8G-spider1,
7/16/19,PU,2C,F,fly (same as row 613),3,6,2,"black and white striped wings, yellow brownish legs, black metallic mid section and head","around 2-3mm in length, very shinny skin with a few hairs on the mid section, two little black pinchers",3,,,,
7/16/19,PU,2C,F,beetle,1,6,2,"mix of light and dark brown legs, mix of golden yellow and black body and mid section, black head","very glossy smooth shinny skin, mid section has two large black spots that take up most of the section, the head is a metallic black ",3,,,,
7/16/19,PU,7C,F,fly,1,6,2,"black all over, golden legs","yellow stinger, translucent wings, 2 small masses coming off the front of its head with 2 small hair follicles coming off of that, 7-9mm in size",3,,,PU-7-15-7F-fly2,
7/16/19,PU,2C,F,fly,1,6,2,"yellow head with dark vertical stripes, black eyes, black abdomen, black pronotum","nubby head, pronotum ends in a posterior triangle, longs spidery legs, leaf-shaped body",3,,,,
7/16/19,PU,2C,G,fly,2,6,2,"black, yellow","yellow tarsus, half-sphere head, roughly spherical thorax with slight projection over abdomen, slightly irridescent wings",3,,,PU-7-15-2G-fly12,
7/16/19,PU,2C,F,classic black fly,1,,,,,,,classic black fly,,
7/16/19,PU,2C,F,fly,1,6,2,"brown head, black mid section, black legs, brown body, ","has patterned wings that have dotted lines, around 2mm in length",3,,,,
7/16/19,PU,7C,F,cicada/beetle,2,6,2,"yellow head with black spots, black body and tail, yellow legs","translucent wings, round triangular head, grey eyes that were on the side of its face, around 3-4mm in size",3,,,PU-7-15-7F-beetle/cicada,
7/16/19,PU,1C,F,classic black fly,1,,,,,,,classic black fly,,
7/16/19,PU,1C,F,flower fly,1,,,,,,,flower fly,,
7/16/19,PU,7C,F,fly,4,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,PU-7-15-2G-fly8,
7/16/19,PU,1C,F,fly,1,4,2,"light blue metallic body and haed, black eyes, yellow legs ","scaly skin, around 2mm in length, has long black hairs come off of its hunched back, third section is striped, ",3,,,,
7/16/19,PU,7C,F,fly,8,6,2,"black all over, black thighs and yellow tibia","translucent wings, small golden antennae coming off the front of its face, around 1-2mm in size",3,,,PU-7-15-7F-beetle1,
7/16/19,PU,1C,F,beetle,1,6,2,"dark green/ black body and head, yellowish orange legs","around 7-8mm in length, little hairs all over the body that are shinny, beaded dull orange/yellowish antenna ",3,,,,
7/16/19,PU,1C,F,little black fly,2,,,,,,,little black fly,,
7/16/19,PU,1C,F,fly  (same as row 597),1,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/16/19,PU,2C,G,beetle,1,6,4,orange and black,"small black head with verticle orange stripe, body bright orange with black spots/splotches",3,,,PU-7-15-2G-confused,
7/16/19,PU,7C,F,fly,4,6,2,"black all over, grey legs","long legs (longer than its body), orange fly eyes (80%), black ahirs all over its body, translucent wings, around 1-2mm in size",3,,,PU-7-15-7F-fly2,
7/16/19,PU,2C,G,orthoptera,1,6,4,"black, yellow","long body, umbrella pronotum, long tubular",3,,,PU-7-15-2G-orthoptera2,
7/16/19,PU,7C,F,fly,2,6,2,"black head, grey body and tail with clear joints","translucent wings, beige beady antennae, less than 1mm in size",3,,,PU-7-15-7F-fly1,
7/16/19,PU,7C,F,spotted lady beetle,1,6,2,,,,,,PU-7-15-7F-beetle,
7/16/19,PU,2C,G,fly,3,6,2,black and yellow,"half-sphere head, lateral dark red eyes, black femurs and yellow rest of legs, small (~3mm), traingle abdomen",3,,,PU-7-15-2G-fly13,
7/16/19,PU,2C,G,fly,5,6,2,"black, yellow","large (~8mm), half-sphere head, yellow trim around thorax, prominent black/yellow stripes on flat abdomen, long yellow legs",3,,,PU-7-15-2G-fly14,
7/16/19,PU,2C,G,centipede,1,many,0,brown,"coiled up, spiky back",many,,,PU-7-15-2G-centipede,
7/16/19,PU,2C,G,beetle,1,6,4,reddish black,"small head, broadish pronotum, vertical rows of divots",3,,,PU-7-15-2G-beetle,
7/16/19,PU,2C,G,gnat,1,6,2,black and translucent,"tiny head, long antannae, roughly spherical thorax, tapering tubular abdomen very milky translucent, long legs",3,,,PU-7-15-2G-gnat,
7/16/19,PU,2C,G,hemiptera,3,6,4,"black, yellow","stubby head, tubular thorax and abdomen, black and yellow striping horizontally down body",3,,,PU-7-15-2G-hemiptera,
7/16/19,PU,2C,G,hemiptera,1,6,4,"black, yellow","yellow stubby head, black abdomen, tubular thorax and abdomen",3,,,PU-7-15-2G-hemiptera2,
7/16/19,PU,2C,G,beetle,2,6,4,brown and black,"long vertical divots on forewings, black spots on brown, pronotum borad with central black splotch",3,,,PU-7-15-2G-beetle2,
7/16/19,PU,2C,G,gnat,1,6,2,"black, brown, white","segmented antannae with spiky hairs coming off each segment, thin body, long thin legs",3,,,PU-7-15-2G-gnat2,
7/16/19,PU,2C,G,fly,2,6,2,"brown, yellow, milky white","long very thin antannae, triangular head, wing veins black and white striped, pronotum split mid-sagitally",3,,,PU-7-15-2G-fly15,
7/16/19,PU,2C,G,ant,1,6,0,"black, brown","large egg head, long thin thorax, egg abdomen, light brown pincers on head, finely segmented antannae",3,,,PU-7-15-2G-ant3,
7/16/19,PU,2C,G,dermaptera,1,6,0,"yellow, brown","black and brown vertical stripes on pronotum and head, long thin antannae, long probiscus-like things sticking out of butt, clearly segmented abdomen",3,,,,
7/16/19,PU,7C,P,flower fly,1,,,,,,,,,
7/22/19,PU,1C,G,flower fly,2,,,,,,,flower fly,,
7/22/19,PU,1C,G,cellar spider,1,,,,,,,cellar spider,,
7/22/19,PU,1C,G,fly,2,6,2,"neonngreen/ yellow translucent body, yellow head, red/brown eyes, neon green legs , clear wings",less than 1mm in length,2,,,,
7/22/19,PU,1C,G,fly,2,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,,
7/22/19,PU,1C,G,dermaptera,1,6,0,"black, brown","flat head with very large pincers, spherical thorax that is shelled posteriorly by start of abdomen, large brown mid-sagitally divided pronotum, clearly segmented abdomen with some hairs, medium length segmented antannae",3,,,,
7/22/19,PU,1C,G,fly,4,6,2,"black all over, clear wings","third body section comes to a point and, small white hairs,, curved black antenna, glossy bumpy skin",3,,,,
7/22/19,PU,1C,G,fly (same as row 584),19,6,2,"back of body is black and the under half is yellow, dark red eyes, yellow legs","flat third section (which is just black), around 1-2mm in length, back is a bit hunched, two short antenna",3,,,,
7/22/19,PU,3C,G,beetle,1,6,2,"clear wings, clear legs, metallic dark blue body with yellow markings, yellow head","looks like it has a yellow shell covering bits of the body, around 1mm in length, ",2,,,,
7/22/19,PU,3C,G,fly (same as 642),6,6,2,"back of body is black and the under half is yellow, dark red eyes, yellow legs","flat third section (which is just black), around 1-2mm in length, back is a bit hunched, two short antenna",3,,,,
7/22/19,PU,3C,G,centipede,1,6,0,"black and yellow body, black head and legs","yellow body with black dots (there are more dots towards the end of the body), little black spike looking hairs all over body",2,,,,
7/22/19,PU,3C,G,classic black fly,1,,,,,,,classic black fly,,
7/22/19,PU,3C,G,little black fly,2,,,,,,,little black fly,,
7/22/19,PU,3C,G,beetle (same as orchard organics row 312),1,6,2,"black all over, brown legs, ","small white hairs all over body and tail, round organism (circle shape), around 1-2mm in length, head and body are compressed with the tail being the main part of organism, forewings are brown and lie vertically along its back, hindwings are translucent",3,,,,
7/22/19,PU,3C,G,beetle,1,6,0,"brownish red body with a black head and mid section, light brown legs","around 3-4mm in length, end of body is black and has lines going across it, beaded dak brown antenna, skinny mid sections",4,,,,
7/22/19,PU,3C,G,fly,1,6,2,"black all over, clear wings","third body section comes to a point and, small white hairs,, curved black antenna, glossy bumpy skin",3,,,,
7/22/19,PU,5C,F,fly,2,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,,
7/22/19,PU,5C,F,fly (same as 642),5,6,2,"back of body is black and the under half is yellow, dark red eyes, yellow legs","flat third section (which is just black), around 1-2mm in length, back is a bit hunched, two short antenna",3,,,,
7/22/19,PU,5C,F,fly,1,6,2,"metallic blue/brown body with a black head and yellow legs, tinted black wings","around 2-3mm in length, third section is more blue and shinny while the mid section is more brown and scaly, brown eyes take up around 85% of head",3,,,,
7/22/19,PU,5C,F,beetle,1,6,cant tell,"black body and head, yellow legs","leass than 1mm in length, has three little spikes at the end of the body, smooth shinny skin, back legs are mostly black",3,,,,
7/22/19,PU,2C,F,insect,1,6,2,"grey/green head and body, tail is a slight darker green, yellow legs","long twiggy red antennae, yellow translucent wings, tail is long and skinny, around 4-5mm in size, grey eyes (30%) that come out of its face",3,,,pu-7-22-2F-beetle1,
7/22/19,PU,2C,F,fly,4,6,2,"black head, grey body and tail, clear legs","translucent wings, less than 1mm in size, ",3,,,,
7/22/19,PU,3C,F,spotted lady beetle,1,,,,,,,spotted lady beetle,,
7/22/19,PU,3C,F,fly,3,6,2,"metallic blue, black, white, yellow","egg-shaped thorax, tapered abdomen (flat), pancake head, lateral inset eyes, yellow legs, black and white striped wings, shiny metallic blue body",3,,,,
7/22/19,PU,2C,F,fly  (same as row 597),1,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/22/19,PU,3C,F,beetle,1,6,2,golden yellow ,"shinny body with lines going down the wings, beaded golden antenna, around 5-6mm in length",3,,,,
7/22/19,PU,2C,F,beetle (same as row 830),2,6,2,"black all over, brown legs, ","small white hairs all over body and tail, round organism (circle shape), around 1-2mm in length, head and body are compressed with the tail being the main part of organism, forewings are brown and lie vertically along its back, hindwings are translucent",3,,,,
7/22/19,PU,2C,F,beetle/cicada (same as row 599),1,6,2,"green and yellow splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, yellow translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,2C,F,fly,1,6,2,"black all over, black thighs and yellow tibia","grey translucent wings, around 1-2mm in size, 2 small black masses coming off the front of its face, eyes hard to distinguish",3,,,pu-7-22-2F-fly1,
7/22/19,PU,3C,F,spider,1,8,0,"black body and head, brown and black striped legs","white hairs on the egg sack, around 2-3mm, grey hairs near the head ",2,,,,
7/22/19,PU,2C,F,orange larva,1,,,,,,,,,
7/22/19,PU,3C,F,yellow larva,1,,,,,,,,,
7/22/19,PU,3C,F,little black fly,2,,,,,,,,,
7/22/19,PU,3C,F,spider,1,8,0,"orange and black legs, brownish orange body and head","wrinkly looking body, around 1mm in length, black dots on the legs, body gets darker closer to the head",2,,,,
7/22/19,PU,6C,G,fly  (same as row 597),51,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/22/19,PU,3C,F,fly,1,6,2,"greyish yellow mid section, dull red eyes, third section is a mix of yellow and black, pale yellow legs","whole body is pretty translucent, around 2-3mm in length",3,,,,
7/22/19,PU,6C,G,fly,1,6,2,"grey head, body and tail, yellow legs","black beady antennae, around 2-3mm in length, translucent wings",3,,,pu-7-22-fly12,
7/22/19,PU,6C,G,fly (same as row 838),1,6,2,"black head, grey body and tail, clear legs","translucent wings, less than 1mm in size, ",3,,,pu-7-22-fly11,
7/22/19,PU,2C,G,flower fly,4,,,,,,,flower fly,,
7/22/19,PU,6C,G,fly,5,6,2,"black all over, grey legs with yellow joints","long grey beady antennae and the beads increase in size at the taller points of the antennae, translucent wings, 1-2mm in size",3,,,pu-7-22-fly10,
7/22/19,PU,2C,G,cricket?,1,6,2,"dark brown with some light brown stripes and splotches, light brown legs","very small wings, spines and hairs on legs, long antennae with ball at the base, 2 tail-like things, hairs all over body, 1cm long",3,,,,
7/22/19,PU,2C,G,fly  (same as row 597),7,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/22/19,PU,6C,G,flower fly,16,,,,,,,flower fly,,
7/22/19,PU,6C,G,fly,24,6,2,"black all over, black thighs and yellow tibia","grey translucent wings, 2 small black masses coming off the front of its face around 2-3mm in size",3,,,pu-7-22-fly9,
7/22/19,PU,6C,G,beetle,11,6,2,"black all over, black thighs and yellow tibia, black pronotum with white specks","grey translucent wings, around 2-3mm in size, long yellow twiggy antennae",3,,,pu-7-22-beetle3,
7/22/19,PU,2C,G,beetle,3,6,4,reddish black,"small head, broadish pronotum, vertical rows of divots",3,,,,
7/22/19,PU,2C,,G,8,8,,,,,,,little black fly,
7/22/19,PU,6C,G,fly,2,6,2,"black head, grey/beige splotchy body and tail, grey legs","skinny long antennae coming off the front of its face, wings are translucent with brown splotches, around 2-4mm in size",3,,,pu-7-22-fly8,
7/22/19,PU,6C,G,beetle/cicada,6,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,pu-7-22-beetle/cicada2,
7/22/19,PU,6C,G,fly,5,6,2,"black all over, clear legs","translucent wings with brown splotches, clear eyes (70%), around 1-3mm in size",3,,,pu-7-22-fly7,
7/22/19,PU,6C,G,beetle/cicada (same as row 599),8,6,2,"green and yellow splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, yellow translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,6C,G,insect,1,6,2,"vibrant green all over with a slighter yellower shade head, green legs","black eyes (70%), long thin antennae, green translucent wings, around 2-3mm in length",3,,,pu-7-22-beetle2,
7/22/19,PU,2C,G,beetle/cicada,1,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,6C,G,orange larva,16,,,,,,,,,
7/22/19,PU,2C,G,fly,2,6,2,"yellow body and legs(legs are brownish too), black head","underbelly is a lighter yellow and the back is darker and somewhat brown, around 1-2mm, has a hunched back, clear wings",2,,,,
7/22/19,PU,6C,G,fly,2,6,2,"black all over, grey legs","translucent wings, around 1mm in size",3,,,pu-7-22-fly6,
7/22/19,PU,2C,G,fly ,5,6,2,"black head, yellow mid section, blackish brown third section, yellow legs","very thin body, around 1mm in length, body collor fades from brown to yellow to black starting from the top on the body",3,,,,
7/22/19,PU,6C,G,fly,24,6,2,"dark golden brown head, grey/brown body, black tail, grey legs","translucent wings, brown fly eyes (80%), lighter grey abdomen, around 2-4mm in size",3,,,pu-7-22-fly5,
7/22/19,PU,6C,G,beetle (same as row 830),5,6,2,"black all over, brown legs, ","small white hairs all over body and tail, round organism (circle shape), around 1-2mm in length, head and body are compressed with the tail being the main part of organism, forewings are brown and lie vertically along its back, hindwings are translucent",3,,,,
7/22/19,PU,2C,G,beetle,1,6,2,"yellow/ gold body and legs, black head","around 1mm in length, shinny spotted skin, the third section is more of a golden yellow",3,,,,
7/22/19,PU,4C,G,beetle,1,6,2,"mix of light and dark brown legs, mix of golden yellow and black body and mid section, black head","very glossy smooth shinny skin, mid section has two large black spots that take up most of the section, the head is a metallic black ",3,,,,
7/22/19,PU,4C,G,spotted lady beetle,1,,,,,,,spotted lady beetle,,
7/22/19,PU,6C,G,fly,1,6,2,"black all oover, grey legs","translucent wings, cant distinguish eyes, around 2-4mm in size",3,,,pu-7-22-fly4,
7/22/19,PU,4C,G,flower fly,20,,,,,,,flower fly,,
7/22/19,PU,4C,G,beetle,2,6,2,"red body with black dots on its third section and middle section, black head, yellowtranslucent legs ","around 3-4mm in length, two black dots on its third section and a black zig zag line underneath it, large black strip doen the middle of the mid section",3,,,,
7/22/19,PU,4C,G,fly  (same as row 597),89,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/22/19,PU,6C,G,beetle,1,6,4,"black head, translucent golden body and tail, golden legs","translucent golden forewings that lie horizantall yalong its back, golden antennae that get darker near the top, 5mm in size",3,,,,
7/22/19,PU,4C,G,fly,1,6,2,"neonngreen/ yellow translucent body, yellow head, red/brown eyes, neon green legs , clear wings",less than 1mm in length,2,,,,
7/22/19,PU,6C,G,gnat,5,,,,,,,,,
7/22/19,PU,6C,G,fly,23,6,2,"black head, grey body, black tail, grey trasnlucent legs","thick back thighs, translucent wings, small black hair follicles all over head, black eyes that come out of its head (80%), around 2-4mm in size",3,,,pu-7-22-fly3,
7/22/19,PU,4C,G,beetle/cicada,2,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,4C,G,fly,3,6,2,"greyish yellow mid section, dull red eyes, third section is a mix of yellow and black, pale yellow legs","whole body is pretty translucent, around 2-3mm in length",3,,,,
7/22/19,PU,4C,G,fly (same as row 728),33,6,2,yellow and black,"pancake head, bulgy red eyes, hunchback",3,,,,
7/22/19,PU,6C,G,fly,2,6,2,"grey/beige head, black body and tail, beige abdomen, grey/yellow legs","black eyes (80%), little white hairs all over body, translucent wings, around 2-4mm in size",3,,,pu-7-22-fly2,
7/22/19,PU,6C,G,fly,2,6,2,"black all over, grey legs","very long small beads antennae, grey translucent wings, around 2mm in size",3,,,pu-7-22-fly1,
7/22/19,PU,4C,G,beetle,2,6,4,reddish black,"small head, broadish pronotum, vertical rows of divots",3,,,,
7/22/19,PU,4C,G,classic black fly,4,,,,,,,classic black fly,,
7/22/19,PU,4C,G,spider,1,8,0,"light brown legs with grey spots, dark brown and black body with a few white hairs","a few black hairs on the legs, around 5mm in length, body and head are around the same size",2,,,,
7/22/19,PU,4C,G,white/clear larva,4,,,,,,,,,
7/22/19,PU,4C,G,beetle,1,6,cant tell,"black body and head, yellow legs","leass than 1mm in length, has three little spikes at the end of the body, smooth shinny skin, back legs are mostly black",3,,,,
7/22/19,PU,6C,G,beetle,1,6,2,"black and whtie splotchy all over, black legs","distinct ridges/segments all over body and tail, black hair follicles all over body, around 5-7mm in size",3,,,pu-7-22-beetle1,
7/22/19,PU,6C,G,beetle,1,6,2,"biege all over, beige legs","beige wings, brown eyes (30%) that come out of its head, around 5-7mm in size",3,,,pu-7-22-beetle2,
7/22/19,PU,6C,G,beetle,1,6,2,"black head and body, brown pronotum, brown tail, brown legs","black beady antennae coming off the side of tis head, translucent wings, distinct rigdes on its tail, around 5-7mm in size",4,,,pu-7-22-beetle2,
7/22/19,PU,6C,G,spider,1,8,0,"brown head and body, darker shade tail, grey legs","black eyes, head is on top of body, around 3mm in size",3,,,pu-7-22-spider1,
7/22/19,PU,6C,F,little black fly,1,,,,,,,,,
7/22/19,PU,6C,F,beetle/cicada,1,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,4C,F,fly,1,6,2,"black, brown eyes, black legs, clear wings","hairy, 1cm long, legs also 1cm long",3,,,,
7/22/19,PU,4C,F,fly  (same as row 597),3,6,2,"black head divided into 3 sections with yellow lines, black body and tail, yellow abdomen, yellow/clear legs ","brown eyes (70%), black skinny antennae, translucent wings, lower portion of legs are segmented, around 4mm in size",3,,,,
7/22/19,PU,4C,F,insect,1,6,2,"vibrant green all over with a slighter yellower shade head, green legs","black eyes (70%), long thin antennae, green translucent wings, around 2-3mm in length",3,,,,
7/22/19,PU,4C,F,beetle/cicada,1,6,2,"grey/black splotchy head, black body and tail, yellow legs","black eyes on the side of its head, round triangular head, grey translucent wings, aroudn 4-6mm in size",3,,,,
7/22/19,PU,4C,F,fly,1,6,2,"greyish yellow mid section, dull red eyes, third section is a mix of yellow and black, pale yellow legs","whole body is pretty translucent, around 2-3mm in length",3,,,,
